query_index,facts_file,case_count,additional_cases_not_used,triples_after_cleanup,rdfstar_reification_blocks_removed,explicit_task_evidence,Reference,informative__Reference,Publication Year,informative__Publication Year,Task,informative__Task,Case study,informative__Case study,Case study type,informative__Case study type,Input for the model,informative__Input for the model,Number of input variables,informative__Number of input variables,Input type,informative__Input type,Data Pre-processing,informative__Data Pre-processing,Model Approach,informative__Model Approach,Model Type,informative__Model Type,Models,informative__Models,Online/Off-line,informative__Online/Off-line,Number of failure modes,informative__Number of failure modes,Performance indicator,informative__Performance indicator,Performance,informative__Performance,Complementary notes,informative__Complementary notes,Study title,informative__Study title,Publication identifier,informative__Publication identifier
43,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_6e7c4f90a8d7.ttl,1,0,197,181,True,1,True,2021,False,Health assessment,True,FactsDegradedSystem,False,Maintainable item,False,Not reported,False,1,True,FactsinspectionInterval,False,yes,True,Multi model,True,"Predictive Maintenance Article, Action, predictive maintenance module function",True,"CBM for a three-state system subjected to environmental shocks, CBM with degraded sensors, dual-inspection maintenance model, integrated CBM and spare ordering strategy, preventive maintenance",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: Competing failure, degradation, expected cost per unit time, reliability, shocks; Design details: FactspreventiveThreshold",True,preventive maintenance,True,urn:ontocast:facts:Factsarticle1_13,False
44,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_73e4a95e45ca.ttl,2,1,198,183,True,1,True,2026,True,Health assessment,True,FactsMarineBlower,False,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsdurability_2h,True,Article describing SR-TENG,True,urn:ontocast:facts:FactsArticle1_9,False
45,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_772695bf4051.ttl,2,1,200,185,True,1,True,2026,True,Remaining useful life estimation,True,Lithium-ion battery,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Multi model,True,Predictive maintenance system module,True,"Bidirectional LSTM with backpropagation connections, GRU-based spatial-temporal attention network, FactsWuCnnGruPfFusion, Davignan equivalent circuit, CNN-BiLSTM-Attention",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factspruning1,True,Lyu G et al. [14],True,urn:ontocast:facts:FactsPaperCatelani,False
46,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7893f607735e.ttl,2,1,192,177,True,1,True,2021,False,Fault identification,True,Not reported,False,Maintainable item,False,Not reported,False,6,True,"FactsImpulsiveComponents, FactsIncipientWear, FactsSignalTransients, FactsVibrationMonitoring, FactsstrainMeasurement, FactssurfaceRoughnessMeasurement",False,yes,True,Single model,True,"Predictive maintenance system module, Service, predictive maintenance module function, Fault detection",True,FactsadaptiveMonitoring,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: FactschipFormationForceRelationships, FactscontactBasedSurfaceMeasurement, FactshardnessPvc, FactslackOfAdaptiveCapability, aluminum, FactsmissedDetectionAndFalseAlarms",True,FactsThisArticle,False,urn:ontocast:facts:FactsThisArticle,False
47,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7e8b13361693.ttl,2,1,174,159,True,1,True,2026,True,Remaining useful life estimation,True,Lithium-ion battery,True,Maintainable item,False,Not reported,False,2,True,"capacity degradation signals, operational parameters",True,yes,True,Multi model,True,Predictive maintenance system module,True,"CEEMDAN-PSO-BiGRU framework (Liu et al.), K-Nearest Neighbors (KNN), LSTM with Monte Carlo dropout (Zhang et al.), Random Forest, CNN",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: prior studies rely primarily on capacity degradation signals, uncertainty analysis (confidence interval estimation), Factsdesign_detail1_1",True,Factsarticle1_15,False,urn:ontocast:facts:Factsarticle1_15,False
48,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7ecb8b8f68bb.ttl,1,0,204,187,True,1,True,2021,False,Remaining useful life estimation,True,FactsAircraftEngine,False,Maintainable item,False,Not reported,False,10,True,"Cumulative heating time, Cumulative water output (total purified volume), Flow rate (volume per minute), Inlet water pressure, Intelligent rinse cycles (cumulative count), Membrane Type, Operational days (aggregated daily), pH level, Remaining Useful Life (RUL), Total Dissolved Solids (TDS)",True,yes,True,Multi model,True,"Predictive maintenance system module, Model configuration",True,"HTCA-LSTM, Model configuration: gated attention + Temporal Convolutional Network",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: intelligent augmentation; EinFFT channel modeling; adaptive spectral graph techniques, Gated attention mechanism integrated with Temporal Convolutional Network, FactsDilatedCausalConvolutions, FactsResidualConnections, Factsdesign1",True,FactsArticle1_6,False,urn:ontocast:facts:FactsArticle1_6,False
49,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_7f3c89f45832.ttl,1,0,136,121,True,1,True,2026,True,One step future state forecast,True,hydraulic cylinder,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Multi model,True,"Predictive maintenance system module, Algorithm",True,"Physics-Informed Monotonic Conformer, FactsPimc",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: FactsConvDesign, FactsDataScarcity",True,Factsarticle1_1,False,urn:ontocast:facts:Factsarticle1_1,False
50,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8068c91cfcfb.ttl,1,0,248,233,False,1,True,2021,False,One step future state forecast,False,Not reported,False,Maintainable item,False,Not reported,False,0,False,Not reported,False,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Not reported,False,Untitled extracted case,False,urn:ontocast:facts:unknown,False
51,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8477986e81ed.ttl,1,0,182,167,True,1,True,2021,False,Health assessment,True,smart home system,True,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,Predictive maintenance system module,True,GenAI-A,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: FactsDesignDetailCrossRegularized, cross-regularized GAN-VAE coupling; latent-space alignment and joint optimization, DRA self-adaptive feedback mechanism in latent space for personalization and anomaly response",True,AI driven system for enhancing consumer electronics through maintenance personalization and security,True,urn:ontocast:facts:FactsArticle1,False
52,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8a2e7a6c3819.ttl,6,5,326,311,True,1,True,2021,False,Fault feature extraction,True,face-milling tool,True,Maintainable item,False,Not reported,False,4,True,"cutting parameters, tool geometry, workpiece material properties, vibration signal acquired during drilling",True,yes,True,Multi model,True,"Predictive Maintenance Article, Algorithm",True,"convolutional neural network, attention-based network, Random Forest (RF), LS-SVM (least-squares SVM), High-resolution sensory data fault diagnosis, Tool wear prediction using bi-transformer and signal processing, Unscented Kalman filtering with thermal signal fusion, Histogram vibration features with K-star classifier, Unsupervised learning for milling cutter fault diagnosis, Denoise spectrograms for chatter detection, Non-contact vibration reconstruction from aliased video, Multispace deep learning for tool condition monitoring, Acceleration signal classification for surface roughness using SVM, Self-Supervised Masked-Feature Pretraining (SSLMFP), sensor-fusion study for turning tool condition monitoring",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: ANN model configuration (Hegde et al.), SVM model configuration and design detail",True,Dayam and Desai (chatter and wear identification for legacy machines),True,urn:ontocast:facts:FactsArticleDayamDesai,False
53,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8bb32487bd90.ttl,1,0,347,332,False,1,True,2021,False,One step future state forecast,False,Not reported,False,Maintainable item,False,AE preprocessing,True,0,False,Not reported,False,no,False,Single model,True,Not reported,False,Not reported,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Instruments: bandpass filter (signal processing),True,Untitled extracted case,False,urn:ontocast:facts:unknown,False
54,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8c97841ffeb0.ttl,1,0,174,159,True,1,True,2026,True,Remaining useful life estimation,True,FactsBearingMaintainableItem,False,Maintainable item,False,Not reported,False,5,True,"Factshealth_indicator_1, temperature signal, vibration signal, factsTemperatureVar, factsVibrationVar",True,yes,True,Multi model,True,Predictive maintenance system module,True,"predictive maintenance, unsupervised CMO-based clustering approach for direct RUL mapping, factsModel1",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: FactsDesignDetail1_1,True,FactsArticle1_8,False,urn:ontocast:facts:FactsArticle1_8,False
55,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8d2f5e129936.ttl,1,0,220,203,True,1,True,2026,True,Fault feature extraction,True,Not reported,False,Maintainable item,False,Not reported,False,3,True,"magnetic field phase, multiscale mutual information features extracted from the magnetostriction series, time-domain statistical features",True,yes,True,Multi model,True,Predictive Maintenance Article,True,"DC bias identification framework (proposed), Jiles-Atherton model, Factsmodel_1",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: silicon steel; DC bias; magnetostriction; mutual information; state prediction; Design details: bias ratios (count), FactsCrossVal, voltage levels (count), Factsalpha1",True,Factsmodel_1,False,urn:ontocast:facts:Factsmodel_1,False
56,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8d8a5b72c774.ttl,2,1,189,172,False,1,True,2026,True,One step future state forecast,False,Not reported,False,Maintainable item,False,Not reported,False,3,True,"FactsGroundSpeed, FactsVerticalDistance, FactsWindShearSource",False,no,False,Single model,True,Not reported,False,Factsamethod_method_1,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Keywords: aviation safety; key flight parameters; rough set; three-branch decision; subjective-objective conflict,True,Factsamethod_2026,False,urn:ontocast:facts:Factsamethod_2026,False
57,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_8ff4d31a1511.ttl,3,2,168,152,True,1,True,2021,False,Fault feature extraction,True,connector (component example),True,Maintainable item,False,Not reported,False,1,True,Noise factors,True,yes,True,Single model,True,Not reported,False,predictive maintenance strategy (model),True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: Factsdesign_detail1_2,True,Ford FMEA Handbook,True,urn:ontocast:facts:FactsaiagVdaHandbook,False
58,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_93799b400c86.ttl,1,0,228,213,True,1,True,2025,True,Remaining useful life estimation,True,end mill,True,Maintainable item,False,Not reported,False,7,True,"FactscuttingForce, FactsdepthOfCut, FactsfeedRate, FactsmachinePowerSignal, FactsmachineVibrationSignal, wear area, FactswearAreaFeature",True,yes,True,Single model,True,Not reported,False,SCSBiLSTMSE neural network model,True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Keywords: Fusion feature space polyhedron; Design details: Factsdenoising, FactsdirectMethod, FactsexperimentalVerification, FactsexplanatoryPower, FactsfusionFeatureSpacePolyhedron, FactsresearchGap",True,Factspaper1_1,False,urn:ontocast:facts:Factspaper1_1,False
59,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_9a39f3592864.ttl,2,1,122,107,True,1,True,2021,False,Fault feature extraction,True,CNC cutting tool,True,Maintainable item,False,Not reported,False,3,True,"FactsForceSignal, FactsMicroGeometryOfCuttingEdge, FactsTemperature_3",False,yes,True,Multi model,True,"Predictive Maintenance Article, Algorithm, Predictive maintenance system module",True,"convolutional neural network (CNN) model, long short-term memory (LSTM) model, FactsStfNet",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,"Design details: FactsDesignDetailStf, FactsLimitationSpatioTemporalFusion",True,FactsStfNet,False,urn:ontocast:facts:FactsStfNet,False
60,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_9b451b7f7ee0.ttl,1,0,140,125,True,1,True,2021,False,Health assessment,True,FactsMaintainableItemExample,False,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Multi model,True,"Predictive maintenance system module, Service, predictive maintenance module function, Predictive Maintenance Article",True,"Condition-based maintenance (CBM), FactsFailureProbabilityModel, FactsWienerProcess, Linear Wiener (linear alternatives) model",True,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: FactsdesignDetailCost,True,Linear Wiener (linear alternatives) model,True,urn:ontocast:facts:FactslinearModel,False
61,extraction_papers\ontocast_runs\run_100_20260611_194110\output\facts_9b53e6caba2d.ttl,1,0,116,100,True,1,True,2021,False,Remaining useful life estimation,True,Not reported,False,Maintainable item,False,Not reported,False,0,False,Not reported,False,yes,True,Single model,True,Algorithm,True,FactsLstmModel_1,False,Unknown synchronization,False,0,False,Not reported,False,Not reported,False,Design details: FactsDesignDetail1_2,True,FactsArticle1_13,False,urn:ontocast:facts:FactsArticle1_13,False
