query_index,normalized_task,normalized_case_study_type,normalized_case_study,normalized_online_offline,normalized_input_for_model,normalized_input_type,active__normalized_task,active__normalized_case_study_type,active__normalized_case_study,active__normalized_online_offline,active__normalized_input_for_model,active__normalized_input_type,active_content_fields,active_beyond_task,query_information_pattern
216,Fault detection,,,,,"FactscrossflowVelocity, Factsflux, 3Ï sensing, FactstransmembranePressure",True,False,False,False,False,True,2,1,task+input_type
217,Fault detection,,aircraft,,,aircraft,True,False,True,False,False,True,3,2,task+case_study+input_type
218,Health assessment,,asset,,,,True,False,True,False,False,False,2,1,task+case_study
219,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
220,One step future state forecast,,,,,"FactsFrequencyShift_1, FactsIcingMass, FactsRawAccelerationTimeSeries, FactsScadaParameters, FactsSpectralImages, FactsTemperature_1, FactsVibrationDynamics, Factsf1_frequency_feature",True,False,False,False,False,True,2,1,task+input_type
221,Remaining useful life estimation,,,,,"CO2 (PPM), mf (kg/s), FactsRpmMeasurement, Total power, Thrust, Total power (KW), Turbine RPM, Factsco2_emission, Exhaust gas temperature, Fuel flow rate, FactsthrustMeasurement",True,False,False,False,False,True,2,1,task+input_type
222,Health assessment,,bolt,,,"acoustic response, external impact, Factsvariable2_5",True,False,True,False,False,True,3,2,task+case_study+input_type
223,Remaining useful life estimation,,aircraft engine,,,"operational cycles, critical sensors",True,False,True,False,False,True,3,2,task+case_study+input_type
224,Fault detection,,power grid,,,,True,False,True,False,False,False,2,1,task+case_study
225,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
226,Remaining useful life estimation,,,,,"historical observation sequences, variable tokens, metering vane LVDT displacement",True,False,False,False,False,True,2,1,task+input_type
227,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
228,Health assessment,,bolt-nut fastener,,,,True,False,True,False,False,False,2,1,task+case_study
229,Fault detection,,on-load tap changer,,,"vibration signal, acoustic signal",True,False,True,False,False,True,3,2,task+case_study+input_type
230,Fault identification,,aircraft component,,,"non-IID data, client updates, sensor data, risk vector",True,False,True,False,False,True,3,2,task+case_study+input_type
231,Fault detection,,biomedical equipment,,,,True,False,True,False,False,False,2,1,task+case_study
232,Remaining useful life estimation,,,,,"FactsdegradationStages, multivariate time series data",True,False,False,False,False,True,2,1,task+input_type
233,Fault feature extraction,,electric motor,,,accuracy,True,False,True,False,False,True,3,2,task+case_study+input_type
234,Fault detection,,fan,,,"htBleed, Nc",True,False,True,False,False,True,3,2,task+case_study+input_type
235,Fault detection,,WTBs,,,"blade chamber acoustic signal, condition monitoring information, acoustic signals",True,False,True,False,False,True,3,2,task+case_study+input_type
236,Remaining useful life estimation,,PEMFC,,,PEMFC voltage sequence,True,False,True,False,False,True,3,2,task+case_study+input_type
237,Fault detection,,bearing,,,"Factsdetail2_12, vibration signals, power spectrum, entropy features, HHT images, severity levels, log-likelihoods from the HMM",True,False,True,False,False,True,3,2,task+case_study+input_type
238,Fault detection,,transformer breathing system,,,"breathing frequency, load variation, oil level variation rate, oil pressure, pressure, temperature",True,False,True,False,False,True,3,2,task+case_study+input_type
239,Fault detection,,aero-engines,,,"lifecycle labels, LSTM",True,False,True,False,False,True,3,2,task+case_study+input_type
240,Health assessment,,Li-ion 18650 cells,,,"actual resistance, 100 Hz, impedance modulus, phase angle",True,False,True,False,False,True,3,2,task+case_study+input_type
241,Remaining useful life estimation,,engine system,,,Health indicator (HI),True,False,True,False,False,True,3,2,task+case_study+input_type
242,Health assessment,,,,,"Facts2_furfuraldehyde, FactsdegreeOfPolymerization, Factsdp",True,False,False,False,False,True,2,1,task+input_type
243,Remaining useful life estimation,,auxiliary equipment,,,"wear, kurtosis, noise, skewness, ultrasound level, variance, vibration data",True,False,True,False,False,True,3,2,task+case_study+input_type
244,Fault detection,,,,,"pressure, temperature, vibration, performance",True,False,False,False,False,True,2,1,task+input_type
245,Remaining useful life estimation,,FD001,,,"FactsnormalizedSensorSequences, Factspretraining, FactsrulTarget, FactsrunToFailureTrajectories, FactstrainingCappedRulLabels",True,False,True,False,False,True,3,2,task+case_study+input_type
246,Health assessment,,failure,,,,True,False,True,False,False,False,2,1,task+case_study
247,Fault detection,,Damaged Top Right Blade,,,"accelerometer signals, x-axis, batch size, multi-axis vibration data, raw time domain signals, temporal segments, vibration channels",True,False,True,False,False,True,3,2,task+case_study+input_type
248,Fault detection,,dataset,,,"FactssensorData_1, temperature, pressure, vibration, acoustic emission, motor power consumption, main bearing pressure, feed flow rate",True,False,True,False,False,True,3,2,task+case_study+input_type
249,Fault detection,,RO system,,,"differential pressure across RO vessel, feedwater temperature, flow rate, membrane pressure",True,False,True,False,False,True,3,2,task+case_study+input_type
250,Health assessment,,cable insulation,,,"FactsdataVariablePartialDischarge, FactsdataVariableTunnelHumidity, tunnel humidity",True,False,True,False,False,True,3,2,task+case_study+input_type
251,Fault detection,,motor,,,"noise variables, degradation models, torque data",True,False,True,False,False,True,3,2,task+case_study+input_type
252,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
253,Fault detection,,scrapers,,,"FactsacciAlgorithm, FactsrealTimeMonitoring_1, FactssignalDrift",True,False,True,False,False,True,3,2,task+case_study+input_type
254,Remaining useful life estimation,,aero-engine,,,"deep feature information, flight parameters, FPT, HI, multi-source features, original data, sensor information",True,False,True,False,False,True,3,2,task+case_study+input_type
255,Fault detection,,low-voltage instrumentation and control cable,,,,True,False,True,False,False,False,2,1,task+case_study
256,One step future state forecast,,bearings,,,"absolute average amplitude value (AAAV), Gini coefficient (GI), kurtosis (KURT), standard deviation (SD), vibration signals (time-domain input variable)",True,False,True,False,False,True,3,2,task+case_study+input_type
257,Remaining useful life estimation,,,,,,True,False,False,False,False,False,1,0,task
258,Remaining useful life estimation,,CNC machine tool,,,features,True,False,True,False,False,True,3,2,task+case_study+input_type
259,Remaining useful life estimation,,aircraft central maintenance system log-based dataset,,,"aircraft communications data, maintenance event logs, sparse streams, survival times, competing risks, sparse event logs",True,False,True,False,False,True,3,2,task+case_study+input_type
260,Fault detection,,AHU,,,,True,False,True,False,False,False,2,1,task+case_study
261,Fault detection,,Badra Oil Field,,,,True,False,True,False,False,False,2,1,task+case_study
262,Fault detection,,Synchronous Reluctance Machine,,,"SVM, stator currents, Factsvar1_23",True,False,True,False,False,True,3,2,task+case_study+input_type
263,Fault detection,,pantograph,,,,True,False,True,False,False,False,2,1,task+case_study
264,Health assessment,,face milling cutter,,,"cutting forces, energy consumption, thermal behavior, Factsvariable2_12",True,False,True,False,False,True,3,2,task+case_study+input_type
265,Fault detection,,andesite,,,"RMS, vibration data",True,False,True,False,False,True,3,2,task+case_study+input_type
266,Health assessment,,,,,"DescriptiveInformationContentEntity, FactsphysicochemicalPhenomena",True,False,False,False,False,True,2,1,task+input_type
267,Fault detection,,,,,,True,False,False,False,False,False,1,0,task
268,Health modelling,,,,,"FactsvarCurrent, FactsvarTemperature",True,False,False,False,False,True,2,1,task+input_type
269,Fault feature extraction,,induction motor,,,"diagnostic patterns, fault-related harmonics, high-precision faulty patterns",True,False,True,False,False,True,3,2,task+case_study+input_type
270,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
271,Fault detection,,charging pile,,,"current, temperature, voltage",True,False,True,False,False,True,3,2,task+case_study+input_type
272,Health assessment,,transformer,,,"historical data, indicators",True,False,True,False,False,True,3,2,task+case_study+input_type
273,Fault detection,,No. 1 WÃRTSILÃ 8L20 diesel engine,,,"grid-structured data, sequential data, spatial features, engine thermal behavior, cylinder exhaust gas temperature, global contextual relationships, long-range temporal patterns, lubrication conditions, cylinder pressure, turbocharger speed, exhaust gas temperature",True,False,True,False,False,True,3,2,task+case_study+input_type
274,Health assessment,,industrial equipment,,,"acoustic emissions, sensor readings, temperature, vibration",True,False,True,False,False,True,3,2,task+case_study+input_type
275,Health assessment,,stretchable tri-axis solid-state sensor,,,,True,False,True,False,False,False,2,1,task+case_study
276,Fault feature extraction,,gear,,,"FactsMotorCurrentSignal, FactsResidualVibrationSignal",True,False,True,False,False,True,3,2,task+case_study+input_type
277,Fault detection,,80MN electric screw press,,,"oil pressure signals, signal data",True,False,True,False,False,True,3,2,task+case_study+input_type
278,Fault feature extraction,,bearing,,,"bearing, features",True,False,True,False,False,True,3,2,task+case_study+input_type
279,Fault detection,,PCB,,,,True,False,True,False,False,False,2,1,task+case_study
280,Fault detection,,dampers,,,"inspection workflows, multi-scale object distributions, Regions of Interest (ROIs)",True,False,True,False,False,True,3,2,task+case_study+input_type
281,Remaining useful life estimation,,bogie frame,,,"cyclic loading, digital image correlation, Fy d, 46 distinct service load cases, strain gauges",True,False,True,False,False,True,3,2,task+case_study+input_type
282,Fault identification,,crack,,,,True,False,True,False,False,False,2,1,task+case_study
283,Fault feature extraction,,main reservoir,,,"historical data, operational conditions, real-time data, Factsvar1_12, vehicle status",True,False,True,False,False,True,3,2,task+case_study+input_type
284,Fault detection,,equipment,,,"humidity, temperature, usage time, vibration, wear and tear",True,False,True,False,False,True,3,2,task+case_study+input_type
285,One step future state forecast,,,,,,True,False,False,False,False,False,1,0,task
286,Fault detection,,hybrid electric vehicles,,,"road gradient, speed, ambient temperature",True,False,True,False,False,True,3,2,task+case_study+input_type
287,Fault detection,,machinery,,,"known health states, mechanical conditions, rotational speed, temperature, aging conditions, damage level, fault conditions, operational and environmental variables, FactsvibrationFeature2",True,False,True,False,False,True,3,2,task+case_study+input_type
288,Health assessment,,bearing,,,"FactsdistributionShifts, FactssensorPlacement_1, sensor variable, FactstimeVaryingDegradation",True,False,True,False,False,True,3,2,task+case_study+input_type
